review_idx,rating,review_text,cleanliness_sentiment,staff_service_sentiment,wifi_quality_sentiment,location_accessibility_sentiment,safety_&_securiy_sentiment,cleanliness_confidence,staff_service_confidence,wifi_quality_confidence,location_accessibility_confidence,safety_&_securiy_confidence,cleanliness_evidence,staff_service_evidence,wifi_quality_evidence,location_accessibility_evidence,safety_&_securiy_evidence
9572,1,"warm rooms squishy beds said ventilation terrible warm sleep, beds soft unsupportive, walk-up prepare climb stories steps, decided night night stay wanted hotel told 3pm insisted pay nights, no breakfast room order breakfast delivered room take-out box, location perks street active wee hours warning",negative,negative,positive,neutral,not_mentioned,0.8,0.9,0.9,0.7,1.0,said ventilation terrible warm sleep,"decided night night stay wanted hotel told 3pm insisted pay nights, no breakfast room order breakfast delivered room take-out box",wireless net worked fine,location perks street active wee hours warning street loud,
367,1,"n't stay, read reviews book hotel, start arrived desk check booked line wanted credit card, husband tried tell wrong room told quiet fix fix, haha given room number torn piece paper, went rooms dirty non smoking old packages end tables smelled bad, bathroom dirty tile moldey tub painted look clean..",negative,negative,not_mentioned,not_mentioned,not_mentioned,1.0,0.9,1.0,1.0,1.0,"went rooms dirty non smoking old packages end tables smelled bad, bathroom dirty tile moldey tub painted look clean.. flat king sheets bed not stay bed","husband tried tell wrong room told quiet fix fix, haha given room number torn piece paper",,,
12682,1,"never~never~ again~~ hotel not hip place dallas, guard doors beginning 11:00 pm n't plan party not let room driving 5 hours just party turned away door idea staying place suppose zaza thing not place earplugs pillow complain loud just walking room check-in, break, total waste 525.00 suite plus 200.0",not_mentioned,negative,not_mentioned,not_mentioned,negative,1.0,1.0,1.0,1.0,0.9,,"guard doors beginning 11:00 pm n't plan party not let room driving 5 hours just party turned away door idea staying place suppose zaza thing, felt like high class priced prison, oh way came lock liquor cabinet 16 year old room service limo service sucked",,,"guard doors beginning 11:00 pm n't plan party not let room driving 5 hours just party turned away door idea staying place suppose zaza thing, felt like high class priced prison, oh way came lock liquor cabinet"
893,1,"stay did not care hotel, expecting cozy trendy room sadly disappointed tiny run-down room strange odor, bed practically floor level afraid head pillow, no warmth room just bare necessities, feel better place money not mention 30.00 mandatory valet parking,  ",negative,not_mentioned,not_mentioned,not_mentioned,not_mentioned,1.0,1.0,1.0,1.0,1.0,"expecting cozy trendy room sadly disappointed tiny run-down room strange odor, bed practically floor level afraid head pillow, no warmth room just bare necessities",,,,
16112,1,"horrifying stay life husband treated guests hong kong trip booked imperial hotel, not embarassed arrived place, entering lobby checking bell boy loitering area, just looked suitcases did not offer assist rooms, just start.when got 17th floor room located instantly dismayed rooms floor construction, ",negative,negative,not_mentioned,not_mentioned,not_mentioned,1.0,1.0,1.0,1.0,1.0,"entering lobby checking bell boy loitering area, just looked suitcases did not offer assist rooms, rooms floor construction, no attempt cover rubble construction mess plain view, garbage bag middle hallway, entered room tiny, bathroom tinier, the glasses provided bathroom smudgy not washed occupant left, the bed cover old caused itch, removed bed cover blanket worn looked uncomfortable, worst removed blanket bedsheet stain looked like blood, the towels no better, towels provided stains","bell boy loitering area, just looked suitcases did not offer assist rooms, no attempt cover rubble construction mess plain view",,,
4267,1,"taking expensive chance stayed 9 nights draycott month ago.i really say regret not stay nor recommend, booked deluxe doubles, wife daughter room lovely spacious ac worked bathroom large nice.the room son stayed bathroom size postage stamp air conditioning did n't work trickle n't, talking staff appa",negative,negative,not_mentioned,not_mentioned,not_mentioned,0.9,0.9,1.0,1.0,1.0,the room son stayed bathroom size postage stamp air conditioning did n't work trickle n't,"talking staff apparent n't time issues arisen, arrive staff affable ca n't help",,,
12123,1,"awful hotel, no way 4.5 star hotel like 1 star, room big dirty walls horrible lighting, noisy uninformed staff, completely not want stay radisson hotel,  ",negative,negative,not_mentioned,not_mentioned,not_mentioned,1.0,0.9,1.0,1.0,1.0,room big dirty walls horrible lighting,noisy uninformed staff,,,
10992,1,"hotel mithila, mithila hotel not recommended, recently 2 night reservation hotel mithila honestly say extremely dissatisfied establishment, trip 4 month old infant surgery ucsf children hospital early morning, got san francisco arounds 11 pm hotel informed late check-in arrived liitle 11:00 pm proce",not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned,1.0,1.0,1.0,1.0,1.0,,"person desk clerk proceeded normal asked id credit card asked adult husband id credit card said need credit card id adults staying room heard not 4 star hotels stayed past, unfortunately husband fhad forgotten id rush san francisco traveled train walked hotel 2 infants, clerk did not proceed turned away said nothing policy, tried explain traveling 2 infant sons not compassionate fact walked way 2 little ones surgery morning got turned away, absolutely disgusted",,,
13376,1,"taken ride, really disappointed upset kempinski, day check beauty case expensive beauty products items chanel shirt hair product, stolen room, day honeymoon, imagine felt, immediately told management incident, promised search hotel let know missing items, phone calls initiated came information n't, ",not_mentioned,negative,not_mentioned,not_mentioned,negative,1.0,1.0,1.0,1.0,1.0,,"immediately told management incident, promised search hotel let know missing items, phone calls initiated came information n't, needled hours day somebody management told send letter list missing items incl, costs forward insurance, not worry insurance going compensate, hotel management does not care valuable suff gets stolen, given wrong advice insurance pay n't worry, fed bothering calling 30 minutes..",,,"day check beauty case expensive beauty products items chanel shirt hair product, stolen room, day honeymoon, imagine felt"
19830,1,"beware, chic born interesting hotel property, great location touring poorly managed, locks hotel room doors did not function lighting rooms did not function staff young inexperienced, cleanliness desired, dusty, hotel great flawed, things no safes rooms security lax, visit robbed day physically atta",negative,negative,not_mentioned,neutral,negative,0.95,0.95,0.0,0.7,1.0,"cleanliness desired, dusty,","staff young inexperienced, hotel staff slightly concerned gave overall impression knew thieves/attackers,",,"great location touring poorly managed,","locks hotel room doors did not function, things no safes rooms security lax, visit robbed day physically attacked car, hotel, bruises sustained 450 euros stolen purse business information contents stolen,"
2607,1,"not conferences groups need internet no internet, employer booked hotel week worldwide sales conference, group 300 people, presenters internet working order present, attendees needed internet check email work done.the wi-fi internet network did not work day hotel added wife router network not workin",not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned,0.0,0.0,1.0,0.0,0.0,,,the wi-fi internet network did not work day hotel added wife router network not working.,,
9177,1,"careful unfortunately booking practice hotel appears deceptive, days ago offered minute rate accepted furnished credit card details period required hotel, response sorry room rented, know hotels hold aroom definite period pending receipt credit card details no mistake, obviously rent normal rate, su",not_mentioned,negative,not_mentioned,not_mentioned,negative,0.0,0.8,0.0,0.0,0.9,,"issue honesty,",,,"wife had warned look reading recent report tripadvisor items stolen room night,"
16406,1,"really really arrived aston ubud waved security barriers stopped checked, liberty drag suitcases steep slope indiferent staff reception, checked invited enjoy sweet sticky fruit cocktail refresh cooling flannel worn shade grey, suite odd collection furniture haphazardly arranged dirty room, looked r",negative,negative,not_mentioned,not_mentioned,not_mentioned,1.0,0.95,0.0,0.0,0.0,"suite odd collection furniture haphazardly arranged dirty room, looked room use time, large cockroach type insect happily making way bathroom,","indiferent staff reception, difficulties encountered lack care staff check stay,",,,
19680,1,"wish checked tripadvisor wish checked allowing travel agent book dive, location good good thing hotel door it.our room downstairs basement level dark dingy dirty, contest worst hotel stayed, did not feel safe not recommend stay,  ",negative,not_mentioned,not_mentioned,positive,negative,1.0,0.0,0.0,0.8,1.0,"our room downstairs basement level dark dingy dirty,",,,location good good thing hotel door it.,"did not feel safe not recommend stay,"
2225,1,"nightmare elm street overall hotel not bad, rooms room suites food okay not great, problem car broken day stay, contacted desk told break attitude oh really, asked speak deck manager returned, obviously did n't care problem, talking emplyees car break ins quite problem area, property hires offsite s",not_mentioned,negative,not_mentioned,not_mentioned,negative,0.0,0.95,0.0,0.0,0.95,,"contacted desk told break attitude oh really, asked speak deck manager returned, obviously did n't care problem,",,,"talking emplyees car break ins quite problem area, property hires offsite security does drive late evening hours, park car risk better stay,"
13349,1,"robbed twice beware hard time finding hotel hotels area thought save dollars crowne plaza instead staying higher price resort twice price, let tell experience crowne plaza phoenix peoria, stayed night 2004, woke vehicle robbed vandalized parked lobby parking lot lights thing stolen vehicle, time sta",not_mentioned,negative,not_mentioned,not_mentioned,negative,0.0,0.9,0.0,0.0,1.0,,"management claims security, bell man said night vehicle stolen, no security cameras tell truth inside job,",,,"robbed twice, woke vehicle robbed vandalized parked lobby parking lot, ignition torn shreds passenger door lock missing, no security cameras tell truth inside job,"
15089,1,"pass hotel quite disappointed stay novotel xinqiao beijing weekend oct 26-28 2007. looking ahotel american standards skip, rooms small dirty, bathroom tiny smallest seen hotel seen lot, hall ways loud hear lot noise windows faced open atrium, room lighting quite dim probablyto hide dirt bathroom lig",negative,negative,not_mentioned,negative,not_mentioned,1.0,0.8,0.0,0.95,0.0,"rooms small dirty, bathroom tiny smallest seen hotel seen lot, room lighting quite dim probablyto hide dirt bathroom lighting,","long wait atcheck-in check close hour time,",,"features website attracted hotel walking distance number key attractions, far truth need taxi forbidden city temple heaven, not problem 11 rmb way not walking distance,",
4113,1,"great hotel poor managment terrible experience local stayed hotel times past years 2007 great hotel stay, start bad, year stayed hotel twice times unpleasent experience hotel manager new hotel policies.the time stayed no double rooms available book single family, went use pool 2 people allowed use p",not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned,0.0,0.95,0.0,0.0,0.0,,"unpleasent experience hotel manager new hotel policies, talking hotel manager words mouth no not use pool unless pay aditional fee,",,,
6103,1,"poor service worse hospitality stayed normadie hotel san juan puerto rico night business trip.as soon checked tried connect internet room, surprise calling times desk informed guests connect network cord room internet connection hotel not supply cord, tried turn tv no remote commander claiming desk ",negative,negative,negative,not_mentioned,not_mentioned,0.95,0.95,0.95,0.0,0.0,"overall room dirty signs humidity walls,","waiting 20 minutes rude lady brought hardly worked,","tried connect internet room, surprise calling times desk informed guests connect network cord room internet connection hotel not supply cord,",,
15199,1,"not fans, reserved room mandarin oriental american express, spent lot time planning trip mandarin oriental website showed fabulous pictures amazing harbour views luxury room reserved, husband greatly looking forward stay, just spent 4 nights mandarin oriental tokyo perfect bliss, hoping hong kong sa",negative,negative,not_mentioned,not_mentioned,not_mentioned,0.9,0.8,0.0,0.0,0.0,noticed hallway leading room smelled like mildew yuck,woman pretended shocked room did not face harbour took lift 7th fl,,,
10440,1,"warning dont amstel botel partner booked night stay hotel left night, hotel reached 10 min ferry ride city station time want come hotel amstel botel moored looks like ship graveyard dumped way, thier little apart restaurant.the botel dated drab no way luxurious described bedrooms basic small wc/show",negative,not_mentioned,not_mentioned,negative,not_mentioned,0.95,0.0,0.0,0.8,0.0,the botel dated drab no way luxurious described bedrooms basic small wc/shower carpet threadbare holes curtains.thier smell people smoking weed sick.,,,hotel reached 10 min ferry ride city station time want come hotel amstel botel moored looks like ship graveyard dumped way,
12512,1,"disappointed returned month trip resort disappointed stay, beaches dominican republic beautiful beaches property paradise bavarro, accomodations matter, room linens smelled mildew, beds linens old stained, refrigerator stocked beverages difficult simple things room, long process obtain ironing board",negative,negative,not_mentioned,not_mentioned,not_mentioned,0.95,0.8,0.0,0.0,0.0,"room linens smelled mildew, beds linens old stained","long process obtain ironing board iron, brought room limited hour use, activities staff inexperienced unimaginative",,,
2995,1,"not paid money trip won day/two night trip bavarro princess june took trip past weekend nov 21-23 2003. thank goodness did not pay trip fighting money, princess bills 4 star inclusive resort, gets maybe 1 1/2 stars best, time step plane looking handout, baggage guys transfer operators bell men sell ",negative,negative,not_mentioned,not_mentioned,negative,0.95,0.8,0.0,0.0,0.7,arrived room strong smell mold live pu,"baggage guys transfer operators bell men sell dive trip 20 disposal camera, bell man insisted taking bag hotel, fact tried wheel away followed took telling 10 minutes arrive room, asked resort included tips/gratuities, desk clerk said want tip, pay like",,,lots creepy construction workers places consider private places paying guests
5271,1,"frankly bad frankfurt lovely hotel severe problems, luck temporary definitely not worth inflated rate paying, save big headache contact making reservation finished renovation remodeling, lobby nightmare final day elevators not working making check real hassle housekeeping exceptionally noisy not ear",negative,negative,not_mentioned,not_mentioned,not_mentioned,0.8,0.8,0.0,0.0,0.0,"finished renovation remodeling, lobby nightmare final day elevators not working making check real hassle housekeeping exceptionally noisy not early riser 7am disturbed",creepy porter argued iron board brought room order press clothes,,,
4166,1,"anniversary surprise, booked night stay husband wyndham esj 20th wedding anniversary surprise husband, guessed real surprise going, called wyndham esj make dinner reservations set-up room surprises husband arrival date anniversary august 27th, receptionist told contact wyndham request member persona",not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned,0.0,0.9,0.0,0.0,0.0,,"receptionist told contact wyndham request member personally request exactly wanted room set-up, spent 20 minutes filling forms requesting special items placed room, great idea thought, arrived hotel went straight request desk holding membership card hand, gave membership card waited gentleman punched number, sorry no record told",,,
365,1,"terrible service, arrived hotel overbooked canceled reservation, desk lady impatient rude, informed cancellation showed person lady did n't offer help hotel, probably better place looked like dump construction worse, walls floors torn no reception area left, lady did n't care situation unwilling hel",negative,negative,not_mentioned,not_mentioned,not_mentioned,0.95,0.95,0.0,0.0,0.0,"looked like dump construction worse, walls floors torn no reception area left","desk lady impatient rude, informed cancellation showed person lady did n't offer help hotel, lady did n't care situation unwilling help hotel weekend",,,
15966,1,"n't bother stayed hotel just recently mother short 5 night break, booked hotel wotif disappointed arrived, room small bathroom like budget hotel, stayed meritus negara raffles plaza different visits singapore room standard hotels far better, did upgrade club deluxe room thinking room better rooms, d",negative,positive,not_mentioned,not_mentioned,negative,0.9,0.8,0.0,0.0,0.9,"room small bathroom like budget hotel, mini bar joke occassions n't restocked","on positive note, staff friendly not complain",,,"spreading accussations mother 50 missing bag day, normally room not cleaned left day come clean room breakfast mea n't kept interrupting occasions money went missing"
2603,1,"booked resort received magnificent deal cheapcaribbean.com, mistake, room problems day 1. husband left home 5:30 morning catch flight, room hotel air conditioner not working properly, instead just changing room kept sending engineer, 2 times engineer said needed change thermostat, husband stairs req",negative,negative,not_mentioned,not_mentioned,not_mentioned,0.95,0.9,0.0,0.0,0.0,"n't clean, hairs dust floors walked, stains carpets sheets, rooms plain, nothing special all","husband stairs request room change 10:00 night b/c wanted sleep long day, did not want room change b/c said fixing problem changing thermostat, obviously going little, finally requesting manager got room change",,,
1307,1,"love old decor expensive price, stay upscale luxury hotel price, marriott ihilani halekulani highest award aaa kahala hotel resorts idea true luxury hotel unless pink favorite color,  ",neutral,not_mentioned,not_mentioned,not_mentioned,not_mentioned,0.7,0.0,0.0,0.0,0.0,love old decor expensive price,,,,
12210,1,"n't wait home stayed nights disappointing, problems including bathroom flooded sea water problem plumbing no apology giving offer relocate room rude staff poor service quality food inconsistent, room average not spacious small window no view noisy room including plane style toilet aircon did not wor",negative,negative,not_mentioned,not_mentioned,not_mentioned,0.95,0.95,0.0,0.0,0.0,"problems including bathroom flooded sea water problem plumbing, ceiling leaked rained, room average not spacious small window no view noisy room including plane style toilet aircon did not work properly",no apology giving offer relocate room rude staff poor service quality food inconsistent,,,
2613,1,"expensive boyfriend stayed 16-20 march, food expensive mediocre best, 50 hamburger chicken wrap sandwich w. 2 drinks ouch, beach rough sand reminded dirt, charge 25 rent fridge, twice accident, credited, charged parking did n't car, credited went wonderful horseback ride 72/person 2 hours, got asked",negative,mixed,not_mentioned,not_mentioned,not_mentioned,0.9,0.8,0.0,0.0,0.0,"bedding issue, gross blood stains comforter inside duvet","nice professional, unlike lady concierge w. short hair cut, practically ignored approached desk head typing stood atleast minute, finally concierge assisted rest confused ordeal, complained unprofessionalism rachel, assured handle, raquel/rachel credited 10",,,
16398,1,"paid stay not hotel awful compelled write review warn travelers, hotel essentially bunch bungalow-type rooms exterior complex looks passable no means fantastic, horror begins enter rooms, say imagine college dorm room worse, beds old furniture awful bathroom not refurbished probably 15 years, turned",negative,not_mentioned,not_mentioned,not_mentioned,not_mentioned,1.0,0.0,0.0,0.0,0.0,"horror begins enter rooms, say imagine college dorm room worse, beds old furniture awful bathroom not refurbished probably 15 years, turned faucet brown/rust water came indicating probably no stayed quite time, breakfast buffet horrendous thing ate eggs knew cracked open right no bugs crawled food",,,,
7635,1,"disappointing setting lovely service poor security issues deal, prepared electricity periodically, pools small considering labeled resort, restaurant par isolated beach difficult navigating night eatery unless know way around.pretty disappointing experience overall,  ",not_mentioned,neutral,not_mentioned,negative,negative,0.0,0.5,0.0,0.8,0.9,,lovely service,,restaurant par isolated beach difficult navigating night eatery unless know way around,poor security issues deal
13719,1,"dump glorified 6 motel complete popcorn ceiling views people rooms old dirty outdated decor cares suites bad, did n't great views restaurant atop hill no better roadside dumper, travelodge crowd obviously does love,  ",negative,not_mentioned,not_mentioned,not_mentioned,not_mentioned,1.0,0.0,0.0,0.0,0.0,dump glorified 6 motel complete popcorn ceiling views people rooms old dirty outdated decor,,,,
12916,1,"vacation fro hel recently returned sirenis tropical punta cana, long drive airport hour, arrived 9:30pm local time, arrival screwed room reservations arriving, scurried buffet eat closed 10pm assured rooms straightened return, luggage left thier care assured watched, watched passport taken, no help ",not_mentioned,negative,not_mentioned,neutral,negative,0.0,0.95,0.0,0.5,0.95,,"no help visablely upset, representative did nothing morning, 3 days worrying no help hotel tour operator",,long drive airport hour,"people travelling thier room key safe key money taken thier beach bag, loosing charged 30 safe opened 20us loss room key including taken, tried double charge service checking"
2054,1,"not expected husband ended mix reservations marriott argh, attend medical conference, having read rave reviews place thought sounds great, wrong, paid 640 days nights smelly room, small kept bumping edges bed walls night room adjoining building 40 exact asked switched room did thank alexis room bett",negative,positive,not_mentioned,not_mentioned,not_mentioned,0.9,0.8,0.0,0.0,0.0,"smelly room, tiles bathroom coming strange odor, way walls adjoining building paper literally people fart rooms, ew",thank alexis room better not expected,,,
19465,1,"basicarry riu disapointment just got company trip punta cana man disapointement, start positives n't compensate monstrosity, pro simple beautiful beach water weather awesome pool area swim bar, honestly vouch fact beach just nice gets long bring food bed booze music card tables iodine tablets water ",negative,negative,not_mentioned,not_mentioned,not_mentioned,0.95,0.8,0.0,0.0,0.0,"plan taking shower bring life jacket swim bed, water escapes reckless abondon, later told staff memeber marble floors slightly downward sloping allowing water flow entire room-genius engineering, actually slept outside porch makeshift bed constructed couch cushions-true story","staff, honestly vouch fact beach just nice gets long bring food bed booze music card tables iodine tablets water valium staff",,,
7195,1,"not stay stayed pickwick hotel meeting end october 2008. purchased room hotwire.com read good reviews hotel did not like stay, placed 2nd floor room close street extremely noisy, got waken night noises street hall, hear people sneezing rooms, old rooms old places smells morning smell kitchen food pr",negative,not_mentioned,not_mentioned,positive,not_mentioned,0.9,0.0,0.0,0.8,0.0,old rooms old places smells morning smell kitchen food prepared greasy fried food,,,good location,
2938,1,"bathrooms great, family decided bavaro princess 4/24/ 4/29 long overdue vacation day day hustle, say like spend time bathroom place, stomach problems day 2. eating bella pasta, thankful staff provided ample quantities toilet paper stay, not pleased water pressure low provide nice hot shower, problem",positive,positive,not_mentioned,not_mentioned,not_mentioned,0.9,0.8,0.0,0.0,0.0,"bathrooms great, say like spend time bathroom place",thankful staff provided ample quantities toilet paper stay,,,
555,1,"mediocre best not intercontinental material wow dissapointment, usually rest assured intercontinental locations highest order not case intercontinental dallas, positives entrance impressive location close galleria numerous places eat shop, not recommend hotel, intercontinental ashamed location umbre",negative,negative,not_mentioned,positive,not_mentioned,0.9,0.8,0.0,0.9,0.0,"elevators older stale cigarette smoke odor quite noticeable, hallways clean appeared ok looked renovated little attention, crown molding doors looked cheap, walls paper-thin entering room hear peron room door urinating, right urinating, extremely loud hallway felt like person restroom, rooms mediocre best bedding horrible, just run-of-the hotel bedding cheap mattress cheaper bedding",intercontinental ashamed location umbrella,,positives entrance impressive location close galleria numerous places eat shop,
20166,1,"terrible service visit regent say won__Ç_é_ again.true rooms nice spacious__Ç a/c not working properly smells bad, lot noise outside not able sleep, called manager duty not able understand offered free breakfast guess, package included breakfast br/ speaking staff, ignore not disturb__Ç lights, not ",negative,negative,not_mentioned,not_mentioned,not_mentioned,0.7,1.0,0.0,0.0,0.0,"rooms nice spacious__Ç a/c not working properly smells bad, lot noise outside not able sleep","terrible service visit regent say won__Ç_é_ again, called manager duty not able understand offered free breakfast guess, package included breakfast br/ speaking staff, ignore not disturb__Ç lights, not speak english ignore, managers seating bar restaurant ignore guests__Ç stay week suite none came say hello, staff sees clients annoyance, getting round drinks lobby bar 30-minute affair, extra marks uselessness grumpiness desk",,,
7421,1,"cleaned room, hotel nicely decorated forgotten maintenance, room 2 3 lights burned check maintenance replaced right away, paint peeling ceiling bathroom bed spread visible stains brown goobery stain dripping far wall cleaned 7 days, day leave detailed notes housekeeper expected trash change sheets 3",negative,negative,not_mentioned,not_mentioned,not_mentioned,1.0,0.9,0.0,0.0,0.0,"paint peeling ceiling bathroom bed spread visible stains brown goobery stain dripping far wall cleaned 7 days, day leave detailed notes housekeeper expected trash change sheets 3 sets towels did n't, 2 7 days room n't cleaned 7pm night nights actually make room sheets small no pillowcases","complained wanted refund 2 days room n't cleaned told hotels.com handled reservation nothing, manager not come speak leaving desk clerk field complaints",,,
14193,1,"not worth price wife stayed days november 2007. conference booking experience non-conference guest.the room standards price, clean, sheets did n't fit bed ended foot bed, bath tub drain n't seal wash cloth helped, rooms separate buildings pretty far removed desk, golf cart type vehicles circle sidew",neutral,neutral,not_mentioned,neutral,not_mentioned,0.7,0.5,0.0,0.6,0.0,"the room standards price, clean, sheets did n't fit bed ended foot bed, bath tub drain n't seal wash cloth helped",rode room walked rest time,,"rooms separate buildings pretty far removed desk, golf cart type vehicles circle sidewalks, run irregular basis",
17536,1,"disappointing boyfriend stayed affinia night feb 17 2007 quick getaway, heart sank walked room, bare small tiny window foot eye-level, yes minibar tv movie selection, view looking forward chunk brick wall 2 feet away window, minibar none listed movies available viewing mysterious reason, called movi",negative,negative,not_mentioned,positive,not_mentioned,0.8,0.7,0.0,0.8,0.0,"heart sank walked room, bare small tiny window foot eye-level, no control temperature room window did not open, called fan fact delivered, performed passably creating modicum airflow stuffy atmosphere room","called movies no avail, no control temperature room window did not open, called fan fact delivered",,location convenient got nice manicure excellent bliss spa nearby,
13877,1,"sure main hotel fine word warning based reviews sites stayed auto hogar hot july weekend.first impressions fine way rooms surprisingly accessed garage rear hotel, second run hotel.my word warning avoid auto hogar like plague, airless rooms working air conditioning asked change rooms, no space availa",negative,negative,not_mentioned,not_mentioned,negative,0.9,0.9,0.0,0.0,0.7,airless rooms working air conditioning,"asked change rooms, no space available management suggested sleep doors open not satisfied option eventually re-housed hotel nuevo triunfo",,,"sadly attempt check auto hogar ahead larger trip coming later year, experience wo n't staying advice sent room garage room check immediately"
2105,1,"pass folks arrived scheduled checked pre-paid required, told wait minute rooms cancelled replied no way did cancel, tried 4 adults crackerbox sized room size bed small sofa sleeper, went office blocks away got credit card credited thankfully copley house took hotel boston pay considerably rooms ulti",negative,negative,not_mentioned,not_mentioned,not_mentioned,0.8,0.9,0.0,0.0,0.0,tried 4 adults crackerbox sized room size bed small sofa sleeper,"told wait minute rooms cancelled replied no way did cancel, dealing office people watched customers come complaints satisfactorily taken care knows fact complaints going time",,,
16642,1,"stinky room place sold home travel agent acceptable average tourist think sub standard.the place insect infestation need sorted.the room shown toiletsmell know mean.the room poorly arranged- arrange room just 2 suitcases, trouble lift card got stuck lift 5 mins.we asked room change reception staff n",negative,negative,not_mentioned,not_mentioned,not_mentioned,1.0,0.9,0.0,0.0,0.0,"stinky room place sold home travel agent acceptable average tourist think sub standard.the place insect infestation need sorted.the room shown toiletsmell know mean.the room poorly arranged- arrange room just 2 suitcases, the bedding stained cupboard old food plumbing allowed smell doing number 2, air conditining black stuff belching white towels",we asked room change reception staff n't concerned all.they moved floor insect problem worse,,,
19256,1,"dont waste money, boyfriend thought picked maybe best hotels dallas stay 21st birthday night sadly wrong.. hotel pretty nice things inside say service horrible strarted told ghost bar swimming pool pretty excited.. got valet stand right outside door really nice gave 20 tip and.. usually did went ins",not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned,0.0,1.0,0.0,0.0,0.0,,"hotel pretty nice things inside say service horrible strarted told ghost bar swimming pool pretty excited.. got valet stand right outside door really nice gave 20 tip and.. usually did went inside check not crowed took long time check finally kept talking ghost bar saying, finally got room nice pretty view stayed wonderful room, went room saw snacks room called desk ask snack room said told bday snacks beverages room free ended course eating getting drinks gh",,,
2235,1,"stay away st. ann marie antoinette hotel love new orleans horrible experience, foremost st. anne does not parking park car location 40.00 day, room lost reservation realized light bulbs blown tried phone did not work, approached employee desk simply said didn__Ç_é_ me__Ç phone does not work, heated ",not_mentioned,negative,not_mentioned,negative,negative,0.0,1.0,0.0,0.8,0.7,,"room lost reservation realized light bulbs blown tried phone did not work, approached employee desk simply said doesn__Ç_é_ me__Ç phone does not work, heated conversation employee actually came desk tried physical, asked speak manager told finally arrived clear hotel ran poorly rude basically told just place stay",,"foremost st. anne does not parking park car location 40.00 day, location hotel awful, cute little place corner continued little away",heated conversation employee actually came desk tried physical
15823,1,"overcharge great hotel great room amenities gym pool construction despite calling ahead verify construction completed, absolutely horrible service charged 3 meals breakfast days row breakfast, pretended no longer speak english girl checked great english language skills.late check 10pm hotel claimed ",not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned,1.0,1.0,1.0,1.0,1.0,,"absolutely horrible service charged 3 meals breakfast days row breakfast, pretended no longer speak english girl checked great english language skills. late check 10pm hotel claimed gave room away no longer vacancy price point, not room upgrade price despite giving room away, salon gave horrible hair cut no surprise attempted double charge, late flight check took close hour, no exageration close hour",,,
13311,1,disappointed sent complaint expedia hotel review sent e-mail asked review hotel told place looks nice outside young lady checked pleasent helpful oh dear expedia hotels website corporate king room having large screen tv`s in-room safes clock radios irons hair dryers corporate king lacking items smal,negative,neutral,not_mentioned,neutral,not_mentioned,0.9,0.7,1.0,0.6,1.0,hole carpet no clock radio no iron ironing board fair no mention ironing board wall holder iron hair dryer no sign sheet bed ended middle bed nights,"young lady checked pleasent helpful oh dear, small men spoke reception just hold seat floating away",,asked little havana area miami ok visit,
310,1,"absolutly worst booked room wife trip seattle edgewater.we ended having plane delays mechanical juneau flt 75. called edgewater inform late arrival, ended arriving late flt 66. finally reached edgewater room not reserved, main issues heating cold night general condition room run, asked desk relocate",negative,negative,not_mentioned,not_mentioned,not_mentioned,0.9,1.0,1.0,1.0,1.0,general condition room run,"informed no rooms available stay, early morning asked moved asked room accepting, informed room not available 4:00 p.m. desk wanted leave bags, not comfortable accepting room sight unseen charges accrueing day, refused adjust credit card",,,
7293,1,"avoid like plague, heed warning stay away place.there major traffic route downtown boston directly hotel, car truck noise subway deisel commuter trains run 100 feet hotel, train noise starting 5am, finishing 1am, personal favorite hotel directly landing path boston logan airport airplane noise, depe",not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,1.0,1.0,1.0,1.0,1.0,,,,"there major traffic route downtown boston directly hotel, car truck noise subway deisel commuter trains run 100 feet hotel",
4004,1,"rooms windows rooms hotel milano no windows, none like closets, reserved directly hotel website communications regarding reservation mention 155 room booked window-free, reserved room fact paid sliver real light, really claustrophobic.of course time place san juan no choice, sympathetic staff person",negative,neutral,negative,not_mentioned,not_mentioned,0.8,0.7,1.0,1.0,1.0,"rooms windows rooms hotel milano no windows, none like closets, really claustrophobic",sympathetic staff person said policy tell people room not window asked,"wi-fi does n't work, guest n't laptops ip addresses connect",,
11203,1,"bad experience allow experience occidental grand flamenco punta cana bavaro domenican republic.we travelled march 24th 2007 toronto.we assumed resort luxurious executive getaway, turned not cheap stay 5,000 cdn worst holiday experience, arrived saturday march 24th 2007 approximately 9:45 evening, re",negative,negative,not_mentioned,negative,not_mentioned,0.8,1.0,1.0,0.9,1.0,rooms messed,"wasted 45 minutes arguing person premium service desk, not greeted drinks expected 4+ resort",,"resort 30 minutes airport wait passengers drop resort 5 stops, passenger shuttle offers direct service soft drink bottle water waited 20 minutes depart airport none services offered",
